,authorJob,authorJobLocation,careerOpportunitiesRating,company,compensationAndBenefitsRating,cultureAndValuesRating,reviewDate,reviewDescription,reviewHeadline,seniorLeadershipRating,workLifeBalanceRating,language,tokens
551,Assistante,Le Mans (72),,BNP Paribas,,,18 mai 2016,"emploi saisonnier très interessant,mise à jour de conventions,banque privée",,,,fr,"[conventions,banque privéer, emploi saisonnier, interessant,mise jour, jour conventions,banque, saisonnier interessant,mise, emploi, saisonnier, interessant,mise, jour, conventions,banque, privéer]"
552,Agent Opératrice Assurance Vie,Paris (75),,BNP Paribas,,,17 mai 2016,"Bonne ambiance en générale ;,Heures de travail normales 9 heures-17 heures",,,,fr,"[9 heures-17, ambiance général, bon ambiance, normal 9, travail normal, général heure, heure travail, heures-17 heure, bon, ambiance, général, heure, travail, normal, 9, heures-17, heure]"
553,gestion des fonds OPCVM,Pantin (93),,BNP Paribas,,,9 mai 2016,"l'une des experiences les plus humiliantes de mon parcours, on est pris pour des kleenex ,au debut tout est beau on s'investit a fond puis changement de manager sous pretexte que Mme Bahija manager en retour de maternité en mal d'autorité est amie avec Mme Christine qui a pour théorie que mettre en evidence l'incompétence d'un manager ces mettre le doigt sur sa facon de placé les managers (pour le cité aucun nom de famille) on a préféré me viré parceque je refusais de prendre la responsabilité de la faute et de l'incompétence de Bahija ,entreprise a evité ,aucun respect de l'humain,mentalité en declin",,,,fr,"[autorité amie, christine théorie, cité nom, debut investir, doigt facon, entreprise evité, evité respect, experience humiliant, facon placé, famille préférer, fond changement, humain,mentalité declin, humiliant parcours, investir fond, kleenex debut, maternité autorité, nom famille, parceque refuser, préférer virer, respect humain,mentalité, responsabilité faute, retour maternité, virer parceque, amie mme, bahija entreprise, evidence incompétence, faute incompétence, mettre doigt, mettre evidence, mme christine, parcours prendre, prendre kleenex, prendre responsabilité, pretexte mme, refuser prendre, théorie mettre, changement manager, incompétence bahija, manager cité, manager pretexte, manager retour, mme bahija, placé manager, bahija manager, incompétence manager, manager mettre, experience, humiliant, parcours, prendre, kleenex, debut, investir, fond, changement, manager, pretexte, mme, bahija, manager, retour, maternité, autorité, amie, mme, christine, théorie, mettre, evidence, incompétence, manager, mettre, doigt, facon, placé, manager, cité, nom, famille, préférer, virer, parceque, refuser, prendre, responsabilité, faute, incompétence, bahija, entreprise, evité, respect, humain,mentalité, declin]"
554,CONSEILLER CLIENTELE,Enghien-les-Bains (95),,BNP Paribas,,,9 mai 2016,"Des journée de travaille remplies avec une diversité de missions (gestion des débiteurs, réactivité et proactivité commerciale, phoning, vente à distance/face à face, analyse du risque, montage de prêts etc.),Opportunités d'évolution vers des postes à faorte valeur ajoutée.,Management donnant une vision claire de la direction prise par l'entreprise et encadrement présent à chaque instant,L'aspect le plus agréable étant la satisfaction de nos clients lors de la constitution de leur projet",,,,fr,"[agréable satisfaction, analyse risque, aspect agréable, claire direction, clients constitution, commercial phoning, constitution projet, direction priser, distance face, diversité mission, donner vision, débiteur réactivité, entreprise préser, etc.),opportunité évolution, face analyse, faorte valeur, gestion débiteur, instant,l aspect, journée travailler, mission gestion, montage prêt, phoning vente, postes faorte, priser entreprise, proactivité commercial, préser instant,l, prêt etc.),opportunité, remplier diversité, risque montage, réactivité proactivité, satisfaction clients, travailler remplier, valeur donner, vente distance, vision claire, évolution postes, journée, travailler, remplier, diversité, mission, gestion, débiteur, réactivité, proactivité, commercial, phoning, vente, distance, face, analyse, risque, montage, prêt, etc.),opportunité, évolution, postes, faorte, valeur, donner, vision, claire, direction, priser, entreprise, préser, instant,l, aspect, agréable, satisfaction, clients, constitution, projet]"
555,Assistante recrutement,Paris (75),,BNP Paribas,,,6 mai 2016,BNP Paribas est une entreprise agréable avec une ambiance de travail favorable.,,,,fr,"[agréable ambiance, ambiance travail, entreprise agréable, travail favorable, entreprise, agréable, ambiance, travail, favorable]"
556,Consultant « Recette Fonctionnelle »,Nanterre (92),,BNP Paribas,,,2 mai 2016,"Super équipe MOA/MOE,Mon équipe m'a fait monter en compétence dans le domaine de la Solvabilité 2 ainsi que sur le logiciel sur lequel je devais faire ma mission.",,,,fr,"[2 logiciel, compétence domaine, domaine solvabilité, lequel devoir, logiciel lequel, monter compétence, mum mission, solvabilité 2, devoir faire, faire monter, faire mum, moa équipe, super équipe, équipe moa, équipe faire, super, équipe, moa, équipe, faire, monter, compétence, domaine, solvabilité, 2, logiciel, lequel, devoir, faire, mum, mission]"
557,Assistant chef de projets RH,Paris (75),,BNP Paribas,,,1 mai 2016,"Bon groupe qui devrait améliorer son recrutement externe au lieu de fonctionner principalement en interne.,Je trouve que le groupe perd en richesse et idées nouvelles ""venue d'ailleurs et d'autres cultures"".",,,,fr,"[améliorer extern, autre culture, bon devoir, devoir améliorer, extern lieu, fonctionner interne.,je, idée nouvel, interne.,je trouver, lieu fonctionner, nouvel venuer, perdre richesse, richesse idée, trouver perdre, venuer autre, bon, devoir, améliorer, extern, lieu, fonctionner, interne.,je, trouver, perdre, richesse, idée, nouvel, venuer, autre, culture]"
558,ASSISTANT DIRECTEUR DE PROJETS,Paris (75),,BNP Paribas,,,1 mai 2016,"J'évolue dans un environnement de travail international avec une forte dimension managériale avec des interlocuteurs basés sur des sites géographiques différents et ayant des cultures différentes.,Il est donc impératif de s'adapter à chacune des cultures et s'efforcer à créer une vision unique.",,,,fr,"[basére site, créer vision, différentes.,il impératif, dimension managériale, efforcer créer, forte dimension, géographique différent, impératif adapter, interlocuteur basére, international forte, managériale interlocuteur, site géographique, travail international, vision unique, évoluer travail, adapter culture, culture différentes.,il, culture efforcer, différent culture, évoluer, travail, international, forte, dimension, managériale, interlocuteur, basére, site, géographique, différent, culture, différentes.,il, impératif, adapter, culture, efforcer, créer, vision, unique]"
560,Etude de gestion,Paris 8e (75),,BNP Paribas,,,27 avril 2016,"étude de gestion présenté pour le diplôme du Bac Stmg,différence entre la communication entre une grande banque et une plus petite (banque palatine),travail sur l'image d'une marque",,,,fr,"[bac stmg,différence, communication grand, diplôme bac, gestion présenter, image marque, palatine),travail image, présenter diplôme, stmg,différence communication, étude gestion, banque palatine),travail, banque petit, grand banque, petit banque, étude, gestion, présenter, diplôme, bac, stmg,différence, communication, grand, banque, petit, banque, palatine),travail, image, marque]"
561,Conseillère patrimonial,Paris (75),,BNP Paribas,,,20 avril 2016,"Bonne formation,Beaucoup de réunion d'information ,Travaille fluide ,Experts présents en agence pour accompagner les clients et les conseillers sur les produits et questions juridiques",,,,fr,"[accompagner clients, agence accompagner, bon formation,beaucoup, clients conseiller, conseiller produit, expert présent, fluide expert, formation,beaucoup réunion, information travailler, produit question, présent agence, question juridique, réunion information, travailler fluide, bon, formation,beaucoup, réunion, information, travailler, fluide, expert, présent, agence, accompagner, clients, conseiller, produit, question, juridique]"
562,Apprenti IT DSI - Etudes,Issy-les-Moulineaux (92),,BNP Paribas,,,18 avril 2016,"Au sein de BNP Paribas Real Estate reigne la bonne entente entre tous les collaborateurs et l'entraide entre les différents métiers.,Travailler au sein de cette entreprise fut très agréable.",,,,fr,"[bon entente, collaborateur entraide, différent métiers.,travailler, entente collaborateur, entraide différent, entreprise agréable, estate reigner, real estate, reigner bon, métiers.,travailler sein, sein entreprise, sein real, sein, real, estate, reigner, bon, entente, collaborateur, entraide, différent, métiers.,travailler, sein, entreprise, agréable]"
563,Chargé de clientèle,Paris (75),,BNP Paribas,,,18 avril 2016,"Metier tres interessant mais difficile avec les rencontres clients.,Management qui influence bcp sur l'équipe de collaborateurs",,,,fr,"[bcp équipe, difficile rencontres, influencer bcp, interessant difficile, metier tre, rencontres influencer, tre interessant, équipe collaborateur, metier, tre, interessant, difficile, rencontres, influencer, bcp, équipe, collaborateur]"
564,Technicien Système,Montreuil (93),,BNP Paribas,,,16 avril 2016,"Technicien Système :		,Lotus Notes : Création et configuration de messagerie,Active Directory : Gestion des groupes, utilisateurs et partages réseau, création d’accès pour les nouveaux utilisateurs.,Mise à jour de la Base de Connaissance et du SharePoint.,Formation des nouveaux collaborateurs,Support Citrix HVD - XenDesktop,Technicien Help-Desk Niveau 1:,Gestion des demandes informatiques : installation de logiciel et matériel informatique. Formation des nouveaux collaborateurs. Mise en place ou modification de procédure.,Gestion des incidents sur les ressources bureautiques.,Formation des nouveaux collaborateurs",,,,fr,"[1:,gestion demande, base connaissance, citrix hvd, collaborateurs,support citrix, configuration messagerie,actif, connaissance sharepoint.,formation, directory gestion, gestion groupes, groupes utilisateur, help-desk niveau, hvd xendesktop,technicien, incident ressources, installation logiciel, jour base, logiciel matériel, lotu notes, messagerie,actif directory, miser place, modification procédure.,gestion, niveau 1:,gestion, partage réseau, place modification, procédure.,gestion incident, ressources bureautiques.,formation, système lotu, technicien système, utilisateur partage, utilisateurs.,mise jour, xendesktop,technicien help-desk, collaborateur miser, création accès, création configuration, demande informatique, informatique formation, informatique installation, matériel informatique, notes création, réseau création, accès nouveau, bureautiques.,formation nouveau, formation nouveau, nouveau collaborateur, nouveau collaborateurs,support, nouveau utilisateurs.,mise, sharepoint.,formation nouveau, technicien, système, lotu, notes, création, configuration, messagerie,actif, directory, gestion, groupes, utilisateur, partage, réseau, création, accès, nouveau, utilisateurs.,mise, jour, base, connaissance, sharepoint.,formation, nouveau, collaborateurs,support, citrix, hvd, xendesktop,technicien, help-desk, niveau, 1:,gestion, demande, informatique, installation, logiciel, matériel, informatique, formation, nouveau, collaborateur, miser, place, modification, procédure.,gestion, incident, ressources, bureautiques.,formation, nouveau, collaborateur]"
